"","19012023_aei_genes_region_cruk.fst","19012023_ase_genes_region_cruk.fst","19012023_ase_genes_tumour_cruk.fst","19012023_cohort_ASE_CN_ratio_cruk.fst","19012023_cohort_ASE_CN_specific_cruk.fst","19012023_cohort_ASE_SNP_ratio_cruk.fst","19012023_rna_purity_cruk.fst","20200401_pancan_drivers.csv","2022-10-14_clinicohistopathological_data.fst","2022-10-14_rna_editing_sigs.fst","2022-10-14_rna_editing_table.fst","2022-10-17_inter_intra_exp.csv","2022-10-17_rsem_counts_mat.fst","2022-10-17_rsem_eff_length_mat.fst","2022-10-17_rsem_tpm_mat.fst","2022-10-18_dcor_mat.fst","2022-10-18_region_hi_var_pc_hist.fst","2022-10-18_vst_counts.fst","2022-10-18_vst_counts_surgery.fst","2022-10-18_vst_counts_tumour.fst","2022-10-18all_metadata.fst","2022-10-20_signatureExposures_signif.fst","2022-10-21_ited_primaries.fst","2022-10-30_RAS_classes_df.fst","2022-10-30ki67_scores.fst","2022-11-14_pc_lmes.fst","20221109_TRACERx421_all_patient_df.rds","20221109_TRACERx421_all_tumour_df.rds","20221109_TRACERx421_manual_qc_sheet.tsv","20221109_TRACERx421_mutation_table.fst","20221110_TRACERx421_evolutionary_metrics.tsv","20221123_TRACERx421_mutation_table_region.fst","26102022_FAT1_details.RDS","26102022_FAT1_example_cruk.RDS","26102022_meth_global_cruk.fst","all_sig_vars_nb.fst","dnds_quantiles","exp_global_dnds.csv","forest_shap.tsv","Genomic_only_MLP_model.zip","Genomic_only_roc_curve.csv","GenTran_logi_test_output.csv","GenTran_logistic.joblib","GenTran_MLP_model","GenTran_random_forest.joblib","GenTran_roc_curve.csv","gtex_supp_2015.xlsx","h.all.v7.2.symbols.gmt","hallmark_groups.csv","inter_global_dnds.csv","intra_global_dnds.csv","logistic_shap.tsv","luad_outliers_cruk.csv","mlp_shap.tsv","raw_rna_editing_sigs.txt","region_cors_blind.csv","sampleOverview.txt","seedingRegionInfo.txt","setd2_cell_lines_cnindase.fst","Transcriptomic_only_roc_curve.csv"
"35",NA,NA,NA,"CRUK0028_SU_T1-R2","CRUK0028_SU_T1-R2","CRUK0028_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0014_SU_T1-R1","CRUK0014_SU_T1-R1","CRUK0014_SU_T1-R1","CRUK0014_SU_T1-R1",NA,"CRUK0016_SU_N01","CRUK0017_SU_T1-R2","CRUK0017_SU_T1-R1",NA,NA,NA,NA,NA,NA,"AdjRadEndTime_manual",NA,NA,NA,"wGII_bootstrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALNT18_ase_Unknown","GALNT18_ase_Unknown",NA,"GALNT18_ase_Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,"CRUK0092_SU_T1-R1","CRUK0092_SU_T1-R1","CRUK0028_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0016_SU_N01","CRUK0016_SU_N01","CRUK0016_SU_N01","CRUK0016_SU_N01",NA,"CRUK0016_SU_T1-R1","CRUK0017_SU_T1-R3","CRUK0017_SU_T1-R2",NA,NA,NA,NA,NA,NA,"Recurrence_time_use",NA,NA,NA,"wFLOH_bootstrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLRP2_ase_TRUE","NLRP2_ase_TRUE",NA,"NLRP2_ase_TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,NA,"CRUK0092_SU_T1-R2","CRUK0092_SU_T1-R2","CRUK0092_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0016_SU_T1-R1","CRUK0016_SU_T1-R1","CRUK0016_SU_T1-R1","CRUK0016_SU_T1-R1",NA,"CRUK0016_SU_T1-R2","CRUK0017_SU_T1-R4","CRUK0017_SU_T1-R3",NA,NA,NA,NA,NA,NA,"newPrim_time_use",NA,NA,NA,"ploidy_bootstrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRIM2_ase_Unknown","PRIM2_ase_Unknown",NA,"PRIM2_ase_Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,NA,"CRUK0066_SU_T1-R1","CRUK0066_SU_T1-R1","CRUK0092_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0016_SU_T1-R2","CRUK0016_SU_T1-R2","CRUK0016_SU_T1-R2","CRUK0016_SU_T1-R2",NA,"CRUK0017_SU_N01","CRUK0018_SU_T1-R1","CRUK0017_SU_T1-R4",NA,NA,NA,NA,NA,NA,"first_dfs_any_event_rec.or.new.primary",NA,NA,NA,"purity_bootstrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF597_ase_TRUE","ZNF597_ase_TRUE",NA,"ZNF597_ase_TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,"CRUK0066_SU_T1-R4","CRUK0066_SU_T1-R4","CRUK0066_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0017_SU_N01","CRUK0017_SU_N01","CRUK0017_SU_N01","CRUK0017_SU_N01",NA,"CRUK0017_SU_T1-R1","CRUK0018_SU_T1-R2","CRUK0018_SU_T1-R1",NA,NA,NA,NA,NA,NA,"first_event_during_followup",NA,NA,NA,"ploidy_sd_bootstrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF597_ase_Unknown","ZNF597_ase_Unknown",NA,"ZNF597_ase_Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,"CRUK0077_SU_T1-R1","CRUK0077_SU_T1-R1","CRUK0066_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0017_SU_T1-R1","CRUK0017_SU_T1-R1","CRUK0017_SU_T1-R1","CRUK0017_SU_T1-R1",NA,"CRUK0017_SU_T1-R2","CRUK0018_SU_T1-R3","CRUK0018_SU_T1-R2",NA,NA,NA,NA,NA,NA,"cens_os",NA,NA,NA,"genom_frac_clonal_gain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CDKN2A_cn_TRUE","CDKN2A_cn_TRUE",NA,"CDKN2A_cn_TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,"CRUK0077_SU_T1-R2","CRUK0077_SU_T1-R2","CRUK0077_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0017_SU_T1-R2","CRUK0017_SU_T1-R2","CRUK0017_SU_T1-R2","CRUK0017_SU_T1-R2",NA,"CRUK0017_SU_T1-R3","CRUK0018_SU_T1-R4","CRUK0018_SU_T1-R3",NA,NA,NA,NA,NA,NA,"os_time",NA,NA,NA,"genom_frac_clonal_loss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOX2_cn_TRUE","SOX2_cn_TRUE",NA,"SOX2_cn_TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,"CRUK0077_SU_T1-R3","CRUK0077_SU_T1-R3","CRUK0077_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0017_SU_T1-R3","CRUK0017_SU_T1-R3","CRUK0017_SU_T1-R3","CRUK0017_SU_T1-R3",NA,"CRUK0017_SU_T1-R4","CRUK0019_SU_T1-R1","CRUK0018_SU_T1-R4",NA,NA,NA,NA,NA,NA,"cens_dfs",NA,NA,NA,"genom_frac_clonal_event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOX2_cn_Unknown","SOX2_cn_Unknown",NA,"SOX2_cn_Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,"CRUK0077_SU_T1-R4","CRUK0077_SU_T1-R4","CRUK0077_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0017_SU_T1-R4","CRUK0017_SU_T1-R4","CRUK0017_SU_T1-R4","CRUK0017_SU_T1-R4",NA,"CRUK0018_SU_N01","CRUK0020_SU_T1-R1","CRUK0019_SU_T1-R1",NA,NA,NA,NA,NA,NA,"dfs_time",NA,NA,NA,"genom_frac_subclonal_gain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TERC_cn_TRUE","TERC_cn_TRUE",NA,"TERC_cn_TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,"CRUK0024_SU_T1-R1","CRUK0024_SU_T1-R1","CRUK0077_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0018_SU_N01","CRUK0018_SU_N01","CRUK0018_SU_N01","CRUK0018_SU_N01",NA,"CRUK0018_SU_T1-R1","CRUK0020_SU_T1-R2","CRUK0020_SU_T1-R1",NA,NA,NA,NA,NA,NA,"cens_dfs_any_event",NA,NA,NA,"genom_frac_subclonal_loss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TERC_cn_Unknown","TERC_cn_Unknown",NA,"TERC_cn_Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,"CRUK0024_SU_T1-R3","CRUK0024_SU_T1-R3","CRUK0117_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0018_SU_T1-R1","CRUK0018_SU_T1-R1","CRUK0018_SU_T1-R1","CRUK0018_SU_T1-R1",NA,"CRUK0018_SU_T1-R2","CRUK0021_SU_T1-R1","CRUK0020_SU_T1-R2",NA,NA,NA,NA,NA,NA,"dfs_time_any_event",NA,NA,NA,"genom_frac_subclonal_event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TERT_cn_True","TERT_cn_True",NA,"TERT_cn_True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,"CRUK0024_SU_T1-R4","CRUK0024_SU_T1-R4","CRUK0117_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0018_SU_T1-R2","CRUK0018_SU_T1-R2","CRUK0018_SU_T1-R2","CRUK0018_SU_T1-R2",NA,"CRUK0018_SU_T1-R3","CRUK0021_SU_T1-R2","CRUK0021_SU_T1-R1",NA,NA,NA,NA,NA,NA,"cens_lung_event",NA,NA,NA,"genom_frac_subclonal_gain_br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"predicted_probability","predicted_probability",NA,"predicted_probability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,"CRUK0065_SU_T1-R1","CRUK0065_SU_T1-R1","CRUK0024_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0018_SU_T1-R3","CRUK0018_SU_T1-R3","CRUK0018_SU_T1-R3","CRUK0018_SU_T1-R3",NA,"CRUK0018_SU_T1-R4","CRUK0022_SU_T1-R1","CRUK0021_SU_T1-R2",NA,NA,NA,NA,NA,NA,"lung_event_time",NA,NA,NA,"genom_frac_subclonal_loss_br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"predicted_class","predicted_class",NA,"predicted_class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,"CRUK0065_SU_T1-R2","CRUK0065_SU_T1-R2","CRUK0024_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0018_SU_T1-R4","CRUK0018_SU_T1-R4","CRUK0018_SU_T1-R4","CRUK0018_SU_T1-R4",NA,"CRUK0019_SU_T1-R1","CRUK0022_SU_T1-R2","CRUK0022_SU_T1-R1",NA,NA,NA,NA,NA,NA,"Relapse_cat",NA,NA,NA,"genom_frac_subclonal_event_br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"true_class","true_class",NA,"true_class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,"CRUK0065_SU_T1-R3","CRUK0065_SU_T1-R3","CRUK0024_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0019_SU_T1-R1","CRUK0019_SU_T1-R1","CRUK0019_SU_T1-R1","CRUK0019_SU_T1-R1",NA,"CRUK0020_SU_N01","CRUK0023_SU_T1-R1","CRUK0022_SU_T1-R2",NA,NA,NA,NA,NA,NA,"Relapse_cat_new",NA,NA,NA,"genom_frac_subclonal_gain_wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"correct","correct",NA,"correct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,"CRUK0065_SU_T1-R4","CRUK0065_SU_T1-R4","CRUK0024_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0020_SU_N01","CRUK0020_SU_N01","CRUK0020_SU_N01","CRUK0020_SU_N01",NA,"CRUK0020_SU_T1-R1","CRUK0023_SU_T1-R4","CRUK0023_SU_T1-R1",NA,NA,NA,NA,NA,NA,"tx100",NA,NA,NA,"genom_frac_subclonal_loss_wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,"CRUK0065_SU_T1-R5","CRUK0065_SU_T1-R5","CRUK0128_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0020_SU_T1-R1","CRUK0020_SU_T1-R1","CRUK0020_SU_T1-R1","CRUK0020_SU_T1-R1",NA,"CRUK0020_SU_T1-R2","CRUK0024_SU_T1-R1","CRUK0023_SU_T1-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_frac_subclonal_event_wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,"CRUK0065_SU_T1-R6","CRUK0065_SU_T1-R6","CRUK0065_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0020_SU_T1-R2","CRUK0020_SU_T1-R2","CRUK0020_SU_T1-R2","CRUK0020_SU_T1-R2",NA,"CRUK0021_SU_N01","CRUK0024_SU_T1-R2","CRUK0024_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_frac_gain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,"CRUK0051_SU_T1-R2","CRUK0051_SU_T1-R2","CRUK0065_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0021_SU_N01","CRUK0021_SU_N01","CRUK0021_SU_N01","CRUK0021_SU_N01",NA,"CRUK0021_SU_T1-R1","CRUK0024_SU_T1-R3","CRUK0024_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_frac_loss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,"CRUK0051_SU_T1-R3","CRUK0051_SU_T1-R3","CRUK0065_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0021_SU_T1-R1","CRUK0021_SU_T1-R1","CRUK0021_SU_T1-R1","CRUK0021_SU_T1-R1",NA,"CRUK0021_SU_T1-R2","CRUK0024_SU_T1-R4","CRUK0024_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_frac_event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,"CRUK0051_SU_T1-R4","CRUK0051_SU_T1-R4","CRUK0065_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0021_SU_T1-R2","CRUK0021_SU_T1-R2","CRUK0021_SU_T1-R2","CRUK0021_SU_T1-R2",NA,"CRUK0022_SU_T1-R1","CRUK0025_SU_T1-R1","CRUK0024_SU_T1-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_abberant_genom_subcl_wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,"CRUK0004_SU_T1-R1","CRUK0004_SU_T1-R1","CRUK0065_SU_T1-R5",NA,NA,NA,NA,NA,NA,"CRUK0022_SU_T1-R1","CRUK0022_SU_T1-R1","CRUK0022_SU_T1-R1","CRUK0022_SU_T1-R1",NA,"CRUK0022_SU_T1-R2","CRUK0025_SU_T1-R3","CRUK0025_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_gain_genom_subcl_wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,"CRUK0004_SU_T1-R2","CRUK0004_SU_T1-R2","CRUK0065_SU_T1-R6",NA,NA,NA,NA,NA,NA,"CRUK0022_SU_T1-R2","CRUK0022_SU_T1-R2","CRUK0022_SU_T1-R2","CRUK0022_SU_T1-R2",NA,"CRUK0023_SU_N01","CRUK0026_SU_T1-R1","CRUK0025_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_loss_genom_subcl_wr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,"CRUK0004_SU_T1-R3","CRUK0004_SU_T1-R3","CRUK0051_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0023_SU_N01","CRUK0023_SU_N01","CRUK0023_SU_N01","CRUK0023_SU_N01",NA,"CRUK0023_SU_T1-R1","CRUK0026_SU_T1-R2","CRUK0026_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_abberant_genom_subcl_br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,"CRUK0004_SU_T1-R4","CRUK0004_SU_T1-R4","CRUK0051_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0023_SU_T1-R1","CRUK0023_SU_T1-R1","CRUK0023_SU_T1-R1","CRUK0023_SU_T1-R1",NA,"CRUK0023_SU_T1-R4","CRUK0027_SU_T1-R1","CRUK0026_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_gain_genom_subcl_br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,"CRUK0098_SU_T1-R1","CRUK0098_SU_T1-R1","CRUK0051_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0023_SU_T1-R4","CRUK0023_SU_T1-R4","CRUK0023_SU_T1-R4","CRUK0023_SU_T1-R4",NA,"CRUK0024_SU_N01","CRUK0027_SU_T1-R2","CRUK0027_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_loss_genom_subcl_br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,"CRUK0098_SU_T1-R2","CRUK0098_SU_T1-R2","CRUK0042_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0024_SU_N01","CRUK0024_SU_N01","CRUK0024_SU_N01","CRUK0024_SU_N01",NA,"CRUK0024_SU_T1-R1","CRUK0028_SU_T1-R1","CRUK0027_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_abberant_genom_subcl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,"CRUK0098_SU_T1-R3","CRUK0098_SU_T1-R3","CRUK0042_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0024_SU_T1-R1","CRUK0024_SU_T1-R1","CRUK0024_SU_T1-R1","CRUK0024_SU_T1-R1",NA,"CRUK0024_SU_T1-R2","CRUK0028_SU_T1-R2","CRUK0028_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_gain_genom_subcl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,"CRUK0057_SU_T1-R1","CRUK0057_SU_T1-R1","CRUK0004_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0024_SU_T1-R2","CRUK0024_SU_T1-R2","CRUK0024_SU_T1-R2","CRUK0024_SU_T1-R2",NA,"CRUK0024_SU_T1-R3","CRUK0029_SU_LN07","CRUK0028_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frac_loss_genom_subcl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,"CRUK0057_SU_T1-R2","CRUK0057_SU_T1-R2","CRUK0004_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0024_SU_T1-R3","CRUK0024_SU_T1-R3","CRUK0024_SU_T1-R3","CRUK0024_SU_T1-R3",NA,"CRUK0024_SU_T1-R4","CRUK0029_SU_T1-R1","CRUK0029_SU_LN07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_gain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,"CRUK0003_SU_T1-R1","CRUK0003_SU_T1-R1","CRUK0004_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0024_SU_T1-R4","CRUK0024_SU_T1-R4","CRUK0024_SU_T1-R4","CRUK0024_SU_T1-R4",NA,"CRUK0025_SU_T1-R1","CRUK0029_SU_T1-R2","CRUK0029_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_loss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,"CRUK0003_SU_T1-R2","CRUK0003_SU_T1-R2","CRUK0004_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0025_SU_T1-R1","CRUK0025_SU_T1-R1","CRUK0025_SU_T1-R1","CRUK0025_SU_T1-R1",NA,"CRUK0025_SU_T1-R3","CRUK0029_SU_T1-R4","CRUK0029_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,"CRUK0003_SU_T1-R3","CRUK0003_SU_T1-R3","CRUK0098_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0025_SU_T1-R3","CRUK0025_SU_T1-R3","CRUK0025_SU_T1-R3","CRUK0025_SU_T1-R3",NA,"CRUK0026_SU_T1-R1","CRUK0029_SU_T1-R5","CRUK0029_SU_T1-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_gain_cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,"CRUK0003_SU_T1-R4","CRUK0003_SU_T1-R4","CRUK0098_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0026_SU_T1-R1","CRUK0026_SU_T1-R1","CRUK0026_SU_T1-R1","CRUK0026_SU_T1-R1",NA,"CRUK0026_SU_T1-R2","CRUK0029_SU_T1-R6","CRUK0029_SU_T1-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_loss_cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,"CRUK0003_SU_T1-R6","CRUK0003_SU_T1-R6","CRUK0098_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0026_SU_T1-R2","CRUK0026_SU_T1-R2","CRUK0026_SU_T1-R2","CRUK0026_SU_T1-R2",NA,"CRUK0027_SU_T1-R1","CRUK0029_SU_T1-R7","CRUK0029_SU_T1-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_event_cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,"CRUK0026_SU_T1-R1","CRUK0026_SU_T1-R1","CRUK0057_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0027_SU_T1-R1","CRUK0027_SU_T1-R1","CRUK0027_SU_T1-R1","CRUK0027_SU_T1-R1",NA,"CRUK0027_SU_T1-R2","CRUK0029_SU_T1-R8","CRUK0029_SU_T1-R7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_gain_subcl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,"CRUK0026_SU_T1-R2","CRUK0026_SU_T1-R2","CRUK0057_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0027_SU_T1-R2","CRUK0027_SU_T1-R2","CRUK0027_SU_T1-R2","CRUK0027_SU_T1-R2",NA,"CRUK0028_SU_T1-R1","CRUK0030_SU_T2-R1","CRUK0029_SU_T1-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_loss_subcl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,"CRUK0039_SU_T1-R1","CRUK0039_SU_T1-R1","CRUK0003_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0028_SU_T1-R1","CRUK0028_SU_T1-R1","CRUK0028_SU_T1-R1","CRUK0028_SU_T1-R1",NA,"CRUK0028_SU_T1-R2","CRUK0030_SU_T2-R2","CRUK0030_SU_T2-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genom_segs_event_subcl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
